"LineNumber","LineDescription","TimePeriod","DataValue"
"3","Federal","1970","55,636"
"3","Federal","1971","66,080"
"3","Federal","1972","72,855"
"3","Federal","1973","84,544"
"3","Federal","1974","103,280"
"3","Federal","1975","132,332"
"3","Federal","1976","143,505"
"3","Federal","1977","152,443"
"3","Federal","1978","162,660"
"3","Federal","1979","183,018"
"3","Federal","1980","220,297"
"3","Federal","1981","250,719"
"3","Federal","1982","281,882"
"3","Federal","1983","303,593"
"3","Federal","1984","309,740"
"3","Federal","1985","325,852"
"3","Federal","1986","344,263"
"3","Federal","1987","357,187"
"3","Federal","1988","378,363"
"3","Federal","1989","411,722"
"3","Federal","1990","447,019"
"3","Federal","1991","493,990"
"3","Federal","1992","551,754"
"3","Federal","1993","583,725"
"3","Federal","1994","609,001"
"3","Federal","1995","647,091"
"3","Federal","1996","682,070"
"3","Federal","1997","707,860"
"3","Federal","1998","722,136"
"3","Federal","1999","739,853"
"3","Federal","2000","773,442"
"3","Federal","2001","840,760"
"3","Federal","2002","917,996"
"3","Federal","2003","967,471"
"3","Federal","2004","1,019,503"
"3","Federal","2005","1,084,373"
"3","Federal","2006","1,189,108"
"3","Federal","2007","1,263,340"
"3","Federal","2008","1,463,239"
"3","Federal","2009","1,614,549"
"3","Federal","2010","1,757,485"
"3","Federal","2011","1,779,454"
"3","Federal","2012","1,781,834"
"3","Federal","2013","1,821,528"
"3","Federal","2014","1,881,083"
"3","Federal","2015","1,969,866"
"3","Federal","2016","2,024,223"
"3","Federal","2017","2,097,779"
"3","Federal","2018","2,194,853"
"3","Federal","2019","2,328,027"
"3","Federal","2020","3,371,781"
"3","Federal","2021","3,659,038"
"3","Federal","2022","2,992,963"
"3","Federal","2023","3,084,765"
"3","Federal","2024","3,315,697"
"4","Benefits from social insurance funds","1929","26"
"4","Benefits from social insurance funds","1930","29"
"4","Benefits from social insurance funds","1931","33"
"4","Benefits from social insurance funds","1932","40"
"4","Benefits from social insurance funds","1933","40"
"4","Benefits from social insurance funds","1934","42"
"4","Benefits from social insurance funds","1935","36"
"4","Benefits from social insurance funds","1936","35"
"4","Benefits from social insurance funds","1937","79"
"4","Benefits from social insurance funds","1938","541"
"4","Benefits from social insurance funds","1939","628"
"4","Benefits from social insurance funds","1940","762"
"4","Benefits from social insurance funds","1941","629"
"4","Benefits from social insurance funds","1942","664"
"4","Benefits from social insurance funds","1943","445"
"4","Benefits from social insurance funds","1944","529"
"4","Benefits from social insurance funds","1945","1,249"
"4","Benefits from social insurance funds","1946","3,480"
"4","Benefits from social insurance funds","1947","2,618"
"4","Benefits from social insurance funds","1948","2,441"
"4","Benefits from social insurance funds","1949","3,646"
"4","Benefits from social insurance funds","1950","5,879"
"4","Benefits from social insurance funds","1951","4,098"
"4","Benefits from social insurance funds","1952","4,516"
"4","Benefits from social insurance funds","1953","5,298"
"4","Benefits from social insurance funds","1954","7,214"
"4","Benefits from social insurance funds","1955","7,736"
"4","Benefits from social insurance funds","1956","8,503"
"4","Benefits from social insurance funds","1957","10,649"
"4","Benefits from social insurance funds","1958","14,174"
"4","Benefits from social insurance funds","1959","14,580"
"4","Benefits from social insurance funds","1960","15,878"
"4","Benefits from social insurance funds","1961","18,976"
"4","Benefits from social insurance funds","1962","19,273"
"4","Benefits from social insurance funds","1963","20,251"
"4","Benefits from social insurance funds","1964","20,584"
"4","Benefits from social insurance funds","1965","22,278"
"4","Benefits from social insurance funds","1966","24,668"
"4","Benefits from social insurance funds","1967","30,330"
"4","Benefits from social insurance funds","1968","35,131"
"4","Benefits from social insurance funds","1969","37,983"
"4","Benefits from social insurance funds","1970","45,711"
"4","Benefits from social insurance funds","1971","54,031"
"4","Benefits from social insurance funds","1972","59,237"
"4","Benefits from social insurance funds","1973","69,385"
"4","Benefits from social insurance funds","1974","81,594"
"4","Benefits from social insurance funds","1975","104,495"
"4","Benefits from social insurance funds","1976","114,937"
"4","Benefits from social insurance funds","1977","124,071"
"4","Benefits from social insurance funds","1978","132,306"
"4","Benefits from social insurance funds","1979","148,692"
"4","Benefits from social insurance funds","1980","178,139"
"4","Benefits from social insurance funds","1981","205,985"
"4","Benefits from social insurance funds","1982","238,507"
"4","Benefits from social insurance funds","1983","257,674"
"4","Benefits from social insurance funds","1984","263,027"
"4","Benefits from social insurance funds","1985","278,637"
"4","Benefits from social insurance funds","1986","295,618"
"4","Benefits from social insurance funds","1987","307,820"
"4","Benefits from social insurance funds","1988","324,872"
"4","Benefits from social insurance funds","1989","351,720"
"4","Benefits from social insurance funds","1990","382,324"
"4","Benefits from social insurance funds","1991","421,418"
"4","Benefits from social insurance funds","1992","467,507"
"4","Benefits from social insurance funds","1993","493,172"
"4","Benefits from social insurance funds","1994","514,055"
"4","Benefits from social insurance funds","1995","543,965"
"4","Benefits from social insurance funds","1996","572,754"
"4","Benefits from social insurance funds","1997","597,000"
"4","Benefits from social insurance funds","1998","607,949"
"4","Benefits from social insurance funds","1999","622,871"
"4","Benefits from social insurance funds","2000","654,866"
"4","Benefits from social insurance funds","2001","713,660"
"4","Benefits from social insurance funds","2002","775,495"
"4","Benefits from social insurance funds","2003","810,392"
"4","Benefits from social insurance funds","2004","844,258"
"4","Benefits from social insurance funds","2005","895,680"
"4","Benefits from social insurance funds","2006","993,671"
"4","Benefits from social insurance funds","2007","1,056,935"
"4","Benefits from social insurance funds","2008","1,139,030"
"4","Benefits from social insurance funds","2009","1,310,431"
"4","Benefits from social insurance funds","2010","1,364,749"
"4","Benefits from social insurance funds","2011","1,379,044"
"4","Benefits from social insurance funds","2012","1,424,157"
"4","Benefits from social insurance funds","2013","1,457,282"
"4","Benefits from social insurance funds","2014","1,494,970"
"4","Benefits from social insurance funds","2015","1,565,564"
"4","Benefits from social insurance funds","2016","1,614,387"
"4","Benefits from social insurance funds","2017","1,670,767"
"4","Benefits from social insurance funds","2018","1,756,294"
"4","Benefits from social insurance funds","2019","1,871,711"
"4","Benefits from social insurance funds","2020","2,456,728"
"4","Benefits from social insurance funds","2021","2,340,426"
"4","Benefits from social insurance funds","2022","2,202,709"
"4","Benefits from social insurance funds","2023","2,441,007"
"4","Benefits from social insurance funds","2024","2,613,490"
"5","Social security","1937","1"
"5","Social security","1938","10"
"5","Social security","1939","14"
"5","Social security","1940","35"
"5","Social security","1941","88"
"5","Social security","1942","130"
"5","Social security","1943","165"
"5","Social security","1944","209"
"5","Social security","1945","273"
"5","Social security","1946","378"
"5","Social security","1947","463"
"5","Social security","1948","554"
"5","Social security","1949","665"
"5","Social security","1950","952"
"5","Social security","1951","1,872"
"5","Social security","1952","2,176"
"5","Social security","1953","2,980"
"5","Social security","1954","3,632"
"5","Social security","1955","4,914"
"5","Social security","1956","5,652"
"5","Social security","1957","7,316"
"5","Social security","1958","8,478"
"5","Social security","1959","10,175"
"5","Social security","1960","11,130"
"5","Social security","1961","12,614"
"5","Social security","1962","14,298"
"5","Social security","1963","15,245"
"5","Social security","1964","16,018"
"5","Social security","1965","18,067"
"5","Social security","1966","19,786"
"5","Social security","1967","21,122"
"5","Social security","1968","24,598"
"5","Social security","1969","26,382"
"5","Social security","1970","31,380"
"5","Social security","1971","36,617"
"5","Social security","1972","40,948"
"5","Social security","1973","50,665"
"5","Social security","1974","57,607"
"5","Social security","1975","65,895"
"5","Social security","1976","74,501"
"5","Social security","1977","83,239"
"5","Social security","1978","91,380"
"5","Social security","1979","102,581"
"5","Social security","1980","118,586"
"5","Social security","1981","138,644"
"5","Social security","1982","153,708"
"5","Social security","1983","164,426"
"5","Social security","1984","173,027"
"5","Social security","1985","183,275"
"5","Social security","1986","193,631"
"5","Social security","1987","200,995"
"5","Social security","1988","213,916"
"5","Social security","1989","227,380"
"5","Social security","1990","244,135"
"5","Social security","1991","264,204"
"5","Social security","1992","281,776"
"5","Social security","1993","297,935"
"5","Social security","1994","312,161"
"5","Social security","1995","327,675"
"5","Social security","1996","342,005"
"5","Social security","1997","356,592"
"5","Social security","1998","369,182"
"5","Social security","1999","379,864"
"5","Social security","2000","401,393"
"5","Social security","2001","425,084"
"5","Social security","2002","446,909"
"5","Social security","2003","463,531"
"5","Social security","2004","485,512"
"5","Social security","2005","512,728"
"5","Social security","2006","544,096"
"5","Social security","2007","575,653"
"5","Social security","2008","605,542"
"5","Social security","2009","664,470"
"5","Social security","2010","690,174"
"5","Social security","2011","713,261"
"5","Social security","2012","762,139"
"5","Social security","2013","799,044"
"5","Social security","2014","834,640"
"5","Social security","2015","871,793"
"5","Social security","2016","896,472"
"5","Social security","2017","926,072"
"5","Social security","2018","972,412"
"5","Social security","2019","1,030,743"
"5","Social security","2020","1,077,928"
"5","Social security","2021","1,114,600"
"5","Social security","2022","1,211,504"
"5","Social security","2023","1,356,973"
"5","Social security","2024","1,447,965"
"6","Medicare","1966","1,008"
"6","Medicare","1967","4,699"
"6","Medicare","1968","5,890"
"6","Medicare","1969","6,695"
"6","Medicare","1970","7,254"
"6","Medicare","1971","8,049"
"6","Medicare","1972","8,836"
"6","Medicare","1973","10,244"
"6","Medicare","1974","12,726"
"6","Medicare","1975","15,633"
"6","Medicare","1976","18,795"
"6","Medicare","1977","22,101"
"6","Medicare","1978","25,543"
"6","Medicare","1979","29,936"
"6","Medicare","1980","36,201"
"6","Medicare","1981","43,499"
"6","Medicare","1982","50,927"
"6","Medicare","1983","57,797"
"6","Medicare","1984","64,748"
"6","Medicare","1985","69,720"
"6","Medicare","1986","75,269"
"6","Medicare","1987","81,585"
"6","Medicare","1988","86,289"
"6","Medicare","1989","98,175"
"6","Medicare","1990","107,638"
"6","Medicare","1991","117,487"
"6","Medicare","1992","132,596"
"6","Medicare","1993","146,785"
"6","Medicare","1994","164,423"
"6","Medicare","1995","181,220"
"6","Medicare","1996","194,868"
"6","Medicare","1997","206,917"
"6","Medicare","1998","205,558"
"6","Medicare","1999","208,736"
"6","Medicare","2000","219,117"
"6","Medicare","2001","242,580"
"6","Medicare","2002","259,736"
"6","Medicare","2003","276,708"
"6","Medicare","2004","304,359"
"6","Medicare","2005","332,127"
"6","Medicare","2006","399,107"
"6","Medicare","2007","428,201"
"6","Medicare","2008","461,613"
"6","Medicare","2009","492,951"
"6","Medicare","2010","513,390"
"6","Medicare","2011","535,609"
"6","Medicare","2012","554,746"
"6","Medicare","2013","572,843"
"6","Medicare","2014","600,007"
"6","Medicare","2015","634,939"
"6","Medicare","2016","662,108"
"6","Medicare","2017","691,829"
"6","Medicare","2018","733,569"
"6","Medicare","2019","790,499"
"6","Medicare","2020","827,397"
"6","Medicare","2021","886,270"
"6","Medicare","2022","942,430"
"6","Medicare","2023","1,024,835"
"6","Medicare","2024","1,102,358"
"7","Unemployment insurance","1937","2"
"7","Unemployment insurance","1938","393"
"7","Unemployment insurance","1939","435"
"7","Unemployment insurance","1940","534"
"7","Unemployment insurance","1941","358"
"7","Unemployment insurance","1942","350"
"7","Unemployment insurance","1943","81"
"7","Unemployment insurance","1944","67"
"7","Unemployment insurance","1945","558"
"7","Unemployment insurance","1946","2,600"
"7","Unemployment insurance","1947","1,591"
"7","Unemployment insurance","1948","1,270"
"7","Unemployment insurance","1949","2,247"
"7","Unemployment insurance","1950","1,489"
"7","Unemployment insurance","1951","886"
"7","Unemployment insurance","1952","1,075"
"7","Unemployment insurance","1953","1,084"
"7","Unemployment insurance","1954","2,324"
"7","Unemployment insurance","1955","1,598"
"7","Unemployment insurance","1956","1,575"
"7","Unemployment insurance","1957","1,948"
"7","Unemployment insurance","1958","4,244"
"7","Unemployment insurance","1959","2,853"
"7","Unemployment insurance","1960","3,079"
"7","Unemployment insurance","1961","4,401"
"7","Unemployment insurance","1962","3,182"
"7","Unemployment insurance","1963","3,061"
"7","Unemployment insurance","1964","2,776"
"7","Unemployment insurance","1965","2,365"
"7","Unemployment insurance","1966","1,913"
"7","Unemployment insurance","1967","2,237"
"7","Unemployment insurance","1968","2,207"
"7","Unemployment insurance","1969","2,327"
"7","Unemployment insurance","1970","4,186"
"7","Unemployment insurance","1971","6,160"
"7","Unemployment insurance","1972","6,033"
"7","Unemployment insurance","1973","4,570"
"7","Unemployment insurance","1974","7,021"
"7","Unemployment insurance","1975","18,140"
"7","Unemployment insurance","1976","16,386"
"7","Unemployment insurance","1977","13,129"
"7","Unemployment insurance","1978","9,417"
"7","Unemployment insurance","1979","9,692"
"7","Unemployment insurance","1980","16,097"
"7","Unemployment insurance","1981","15,885"
"7","Unemployment insurance","1982","25,227"
"7","Unemployment insurance","1983","26,411"
"7","Unemployment insurance","1984","15,991"
"7","Unemployment insurance","1985","15,861"
"7","Unemployment insurance","1986","16,467"
"7","Unemployment insurance","1987","14,625"
"7","Unemployment insurance","1988","13,328"
"7","Unemployment insurance","1989","14,410"
"7","Unemployment insurance","1990","18,162"
"7","Unemployment insurance","1991","26,787"
"7","Unemployment insurance","1992","39,617"
"7","Unemployment insurance","1993","34,848"
"7","Unemployment insurance","1994","23,942"
"7","Unemployment insurance","1995","21,734"
"7","Unemployment insurance","1996","22,274"
"7","Unemployment insurance","1997","20,103"
"7","Unemployment insurance","1998","19,693"
"7","Unemployment insurance","1999","20,509"
"7","Unemployment insurance","2000","20,741"
"7","Unemployment insurance","2001","31,899"
"7","Unemployment insurance","2002","53,480"
"7","Unemployment insurance","2003","53,175"
"7","Unemployment insurance","2004","36,425"
"7","Unemployment insurance","2005","31,775"
"7","Unemployment insurance","2006","30,366"
"7","Unemployment insurance","2007","32,740"
"7","Unemployment insurance","2008","51,148"
"7","Unemployment insurance","2009","131,211"
"7","Unemployment insurance","2010","138,857"
"7","Unemployment insurance","2011","107,163"
"7","Unemployment insurance","2012","83,615"
"7","Unemployment insurance","2013","62,499"
"7","Unemployment insurance","2014","35,463"
"7","Unemployment insurance","2015","32,545"
"7","Unemployment insurance","2016","32,038"
"7","Unemployment insurance","2017","30,186"
"7","Unemployment insurance","2018","27,618"
"7","Unemployment insurance","2019","27,477"
"7","Unemployment insurance","2020","527,988"
"7","Unemployment insurance","2021","314,920"
"7","Unemployment insurance","2022","23,796"
"7","Unemployment insurance","2023","33,305"
"7","Unemployment insurance","2024","36,468"
"8","State","1937","2"
"8","State","1938","393"
"8","State","1939","429"
"8","State","1940","518"
"8","State","1941","344"
"8","State","1942","344"
"8","State","1943","80"
"8","State","1944","62"
"8","State","1945","446"
"8","State","1946","1,095"
"8","State","1947","775"
"8","State","1948","790"
"8","State","1949","1,730"
"8","State","1950","1,366"
"8","State","1951","837"
"8","State","1952","992"
"8","State","1953","954"
"8","State","1954","2,014"
"8","State","1955","1,340"
"8","State","1956","1,373"
"8","State","1957","1,724"
"8","State","1958","3,797"
"8","State","1959","2,408"
"8","State","1960","2,727"
"8","State","1961","3,981"
"8","State","1962","2,868"
"8","State","1963","2,763"
"8","State","1964","2,506"
"8","State","1965","2,149"
"8","State","1966","1,756"
"8","State","1967","2,074"
"8","State","1968","2,008"
"8","State","1969","2,100"
"8","State","1970","3,811"
"8","State","1971","5,582"
"8","State","1972","5,454"
"8","State","1973","4,188"
"8","State","1974","6,570"
"8","State","1975","16,548"
"8","State","1976","14,280"
"8","State","1977","11,533"
"8","State","1978","8,612"
"8","State","1979","9,100"
"8","State","1980","15,331"
"8","State","1981","15,087"
"8","State","1982","23,376"
"8","State","1983","20,135"
"8","State","1984","13,165"
"8","State","1985","14,612"
"8","State","1986","15,956"
"8","State","1987","14,169"
"8","State","1988","12,915"
"8","State","1989","14,019"
"8","State","1990","17,714"
"8","State","1991","25,416"
"8","State","1992","24,825"
"8","State","1993","21,589"
"8","State","1994","21,432"
"8","State","1995","21,013"
"8","State","1996","21,604"
"8","State","1997","19,504"
"8","State","1998","19,186"
"8","State","1999","20,036"
"8","State","2000","20,253"
"8","State","2001","31,369"
"8","State","2002","42,091"
"8","State","2003","41,484"
"8","State","2004","34,276"
"8","State","2005","31,031"
"8","State","2006","29,622"
"8","State","2007","32,034"
"8","State","2008","42,515"
"8","State","2009","85,741"
"8","State","2010","67,157"
"8","State","2011","56,871"
"8","State","2012","45,250"
"8","State","2013","38,732"
"8","State","2014","34,397"
"8","State","2015","31,864"
"8","State","2016","31,454"
"8","State","2017","29,685"
"8","State","2018","27,207"
"8","State","2019","27,070"
"8","State","2020","491,489"
"8","State","2021","207,090"
"8","State","2022","23,467"
"8","State","2023","33,041"
"8","State","2024","36,178"
"9","Railroad employees","1939","6"
"9","Railroad employees","1940","16"
"9","Railroad employees","1941","14"
"9","Railroad employees","1942","6"
"9","Railroad employees","1943","1"
"9","Railroad employees","1944","1"
"9","Railroad employees","1945","2"
"9","Railroad employees","1946","38"
"9","Railroad employees","1947","54"
"9","Railroad employees","1948","60"
"9","Railroad employees","1949","135"
"9","Railroad employees","1950","91"
"9","Railroad employees","1951","47"
"9","Railroad employees","1952","76"
"9","Railroad employees","1953","92"
"9","Railroad employees","1954","206"
"9","Railroad employees","1955","148"
"9","Railroad employees","1956","120"
"9","Railroad employees","1957","144"
"9","Railroad employees","1958","281"
"9","Railroad employees","1959","289"
"9","Railroad employees","1960","214"
"9","Railroad employees","1961","255"
"9","Railroad employees","1962","183"
"9","Railroad employees","1963","148"
"9","Railroad employees","1964","124"
"9","Railroad employees","1965","101"
"9","Railroad employees","1966","78"
"9","Railroad employees","1967","75"
"9","Railroad employees","1968","81"
"9","Railroad employees","1969","94"
"9","Railroad employees","1970","95"
"9","Railroad employees","1971","120"
"9","Railroad employees","1972","87"
"9","Railroad employees","1973","58"
"9","Railroad employees","1974","52"
"9","Railroad employees","1975","137"
"9","Railroad employees","1976","219"
"9","Railroad employees","1977","174"
"9","Railroad employees","1978","191"
"9","Railroad employees","1979","143"
"9","Railroad employees","1980","238"
"9","Railroad employees","1981","266"
"9","Railroad employees","1982","394"
"9","Railroad employees","1983","379"
"9","Railroad employees","1984","188"
"9","Railroad employees","1985","181"
"9","Railroad employees","1986","180"
"9","Railroad employees","1987","149"
"9","Railroad employees","1988","101"
"9","Railroad employees","1989","91"
"9","Railroad employees","1990","89"
"9","Railroad employees","1991","88"
"9","Railroad employees","1992","81"
"9","Railroad employees","1993","72"
"9","Railroad employees","1994","63"
"9","Railroad employees","1995","62"
"9","Railroad employees","1996","65"
"9","Railroad employees","1997","72"
"9","Railroad employees","1998","61"
"9","Railroad employees","1999","65"
"9","Railroad employees","2000","81"
"9","Railroad employees","2001","98"
"9","Railroad employees","2002","96"
"9","Railroad employees","2003","94"
"9","Railroad employees","2004","79"
"9","Railroad employees","2005","72"
"9","Railroad employees","2006","78"
"9","Railroad employees","2007","83"
"9","Railroad employees","2008","84"
"9","Railroad employees","2009","179"
"9","Railroad employees","2010","116"
"9","Railroad employees","2011","85"
"9","Railroad employees","2012","83"
"9","Railroad employees","2013","82"
"9","Railroad employees","2014","90"
"9","Railroad employees","2015","90"
"9","Railroad employees","2016","132"
"9","Railroad employees","2017","103"
"9","Railroad employees","2018","89"
"9","Railroad employees","2019","100"
"9","Railroad employees","2020","210"
"9","Railroad employees","2021","135"
"9","Railroad employees","2022","82"
"9","Railroad employees","2023","58"
"9","Railroad employees","2024","70"
"10","Federal employees","1944","4"
"10","Federal employees","1945","110"
"10","Federal employees","1946","1,467"
"10","Federal employees","1947","762"
"10","Federal employees","1948","420"
"10","Federal employees","1949","382"
"10","Federal employees","1950","32"
"10","Federal employees","1951","2"
"10","Federal employees","1952","7"
"10","Federal employees","1953","38"
"10","Federal employees","1954","104"
"10","Federal employees","1955","110"
"10","Federal employees","1956","82"
"10","Federal employees","1957","80"
"10","Federal employees","1958","166"
"10","Federal employees","1959","156"
"10","Federal employees","1960","138"
"10","Federal employees","1961","165"
"10","Federal employees","1962","131"
"10","Federal employees","1963","150"
"10","Federal employees","1964","146"
"10","Federal employees","1965","115"
"10","Federal employees","1966","79"
"10","Federal employees","1967","88"
"10","Federal employees","1968","118"
"10","Federal employees","1969","133"
"10","Federal employees","1970","280"
"10","Federal employees","1971","458"
"10","Federal employees","1972","492"
"10","Federal employees","1973","324"
"10","Federal employees","1974","399"
"10","Federal employees","1975","791"
"10","Federal employees","1976","912"
"10","Federal employees","1977","742"
